JEFF DAUGHERTY,JEFF DAUGHERTY (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF DAVIS,JEFF DAVIS (MA),1182/1182 Singles/Doubles Points ROOKIE
JEFF DAVIS,JEFF DAVIS (MA),1182/1182 Singles/Doubles Points ROOKIE
JEFF DEARBORN,JEFF DEARBORN (NH),1182/1182 Singles/Doubles Points ROOKIE
JEFF DEMKO,JEFF DEMKO (PA),1800/1800 Singles/Doubles Points AMATEUR
JEFF DENEAU,JEFF DENEAU (MI),1800/1800 Singles/Doubles Points AMATEUR
JEFF DESKINS,JEFF DESKINS (AL),1800/1800 Singles/Doubles Points AMATEUR
JEFF DICKERT,JEFF DICKERT (NY),1800/1800 Singles/Doubles Points AMATEUR
JEFF DIX,JEFF DIX (MN),2264/2264 Singles/Doubles Points EXPERT
JEFF DIXON,JEFF DIXON (NC),1800/1800 Singles/Doubles Points AMATEUR
JEFF DRAPER,JEFF DRAPER (TN),801/801 Singles/Doubles Points BEGINNER
JEFF DRONEN,JEFF DRONEN (SD),1800/1800 Singles/Doubles Points AMATEUR
JEFF DUGGER,JEFF DUGGER (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF DURIO,JEFF DURIO (LA),1800/1800 Singles/Doubles Points AMATEUR
JEFF ELINE,JEFF ELINE (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF EMERSON,JEFF EMERSON (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF FANSLER,JEFF FANSLER (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF FEDYNA,JEFF FEDYNA (NC),1182/1182 Singles/Doubles Points ROOKIE
Jeff Ferrier,Jeff Ferrier (CO),1800/1855 Singles/Doubles Points AMATEUR
JEFF FILIPLSOWSKI,JEFF FILIPLSOWSKI (MI),1800/1800 Singles/Doubles Points AMATEUR
JEFF FRANCISCO,JEFF FRANCISCO (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF GIAIMO,JEFF GIAIMO (NY),1800/1800 Singles/Doubles Points AMATEUR
JEFF GIBSON,JEFF GIBSON (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF GIOSCIO,JEFF GIOSCIO (IN),3100/3100 Singles/Doubles Points PRO
JEFF GOLLER,JEFF GOLLER (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF GRANT,JEFF GRANT (NH),1182/1182 Singles/Doubles Points ROOKIE
JEFF GRASSER,JEFF GRASSER (CO),1800/1800 Singles/Doubles Points AMATEUR
JEFF GREEN,JEFF GREEN (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF GREENHAW,JEFF GREENHAW (TX),1200/1200 Singles/Doubles Points ROOKIE
Jeff Greenspan,Jeff Greenspan (VA),800/800 Singles/Doubles Points BEGINNER
JEFF GRZESKOWIAK,JEFF GRZESKOWIAK (OH),1800/1800 Singles/Doubles Points AMATEUR
JEFF GUIRASTANTE,JEFF GUIRASTANTE (PA),1800/1800 Singles/Doubles Points AMATEUR
Jeff Gunsten,Jeff Gunsten (KY),801/801 Singles/Doubles Points BEGINNER
JEFF HADAWAY,JEFF HADAWAY (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF HARDY,JEFF HARDY (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF HARVEY,JEFF HARVEY (AZ),1800/1800 Singles/Doubles Points AMATEUR
Jeff Hawkins,Jeff Hawkins (),1182/1182 Singles/Doubles Points ROOKIE
JEFF HEINTZ,JEFF HEINTZ (OR),1800/1800 Singles/Doubles Points AMATEUR
JEFF HELLER,JEFF HELLER (NY),1182/1182 Singles/Doubles Points ROOKIE
JEFF HENNEN,JEFF HENNEN (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF HOLCOMB,JEFF HOLCOMB (IL),1182/1182 Singles/Doubles Points ROOKIE
JEFF HOOVER,JEFF HOOVER (IA),1800/1800 Singles/Doubles Points AMATEUR
JEFF HORTON,JEFF HORTON (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF HUGHES,JEFF HUGHES (FL),1800/1800 Singles/Doubles Points AMATEUR
JEFF IGE,JEFF IGE (CA),2162/2060 Singles/Doubles Points EXPERT
JEFF INGRAM,JEFF INGRAM (MO),1800/1800 Singles/Doubles Points AMATEUR
JEFF ISENRING,JEFF ISENRING (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF JAMISON,JEFF JAMISON (NY),1800/1800 Singles/Doubles Points AMATEUR
JEFF JEROME,JEFF JEROME (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF JOESTING,JEFF JOESTING (IL),1800/1800 Singles/Doubles Points AMATEUR
JEFF JOHNSON,JEFF JOHNSON (KS),1800/1800 Singles/Doubles Points AMATEUR
JEFF JONES,JEFF JONES (OH),1182/1182 Singles/Doubles Points ROOKIE
JEFF JORDAN,JEFF JORDAN (VA),1182/1182 Singles/Doubles Points ROOKIE
JEFF JOSA,JEFF JOSA (LA),1800/1800 Singles/Doubles Points AMATEUR
JEFF KEIFFER,JEFF KEIFFER (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF KELIN,JEFF KELIN (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF KESSLER,JEFF KESSLER (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF KIFFMEYER,JEFF KIFFMEYER (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF KIMMERLING,JEFF KIMMERLING (WI),3054/3116 Singles/Doubles Points PRO
JEFF KNOTT,JEFF KNOTT (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF KOMIN,JEFF KOMIN (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF KUNTZEL,JEFF KUNTZEL (MO),1800/1800 Singles/Doubles Points AMATEUR
JEFF LANCE,JEFF LANCE (KS),1800/1800 Singles/Doubles Points AMATEUR
JEFF LANSON,JEFF LANSON (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF LATHAM,JEFF LATHAM (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF LEE,JEFF R LEE (OR),1946/2480 Singles/Doubles Points EXPERT
Jeff Leysen,Jeff Leysen (),2100/2100 Singles/Doubles Points EXPERT
JEFF LINGAOLINGAO,Jeff Leysen (),2100/2100 Singles/Doubles Points EXPERT
JEFF LOCKEN,JEFF LINGAOLINGAO (CA),1800/1800 Singles/Doubles Points AMATEUR
JEFF LOES,JEFF LOES (WA),1182/1182 Singles/Doubles Points ROOKIE
JEFF LOLLAS,JEFF LOLLAS (KS),1800/1800 Singles/Doubles Points AMATEUR
JEFF LONGCRIER,JEFF LONGCRIER (OK),1182/1182 Singles/Doubles Points ROOKIE
JEFF LUCKY,JEFF LUCKY (OH),1182/1182 Singles/Doubles Points ROOKIE
JEFF LUKINS,JEFF LUKINS (MI),1182/1182 Singles/Doubles Points ROOKIE
JEFF MADDUX,JEFF MADDUX (FL),1182/1182 Singles/Doubles Points ROOKIE
JEFF MARSHEK,JEFF MARSHEK (WI),1800/1800 Singles/Doubles Points AMATEUR
Jeff Martin,Jeff Martin (MI),1182/1182 Singles/Doubles Points ROOKIE
JEFF MASTRO,JEFF MASTRO (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF MAYNARD,JEFF MAYNARD (CO),1800/1800 Singles/Doubles Points AMATEUR
JEFF MCBRIDE,JEFF MCBRIDE (TN),1600/1600 Singles/Doubles Points AMATEUR
JEFF MCINTOSH,JEFF MCINTOSH (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF MCKALIP,JEFF MCKALIP (OH),1182/1182 Singles/Doubles Points ROOKIE
JEFF MCKEE,JEFF MCKEE (CA),1800/1800 Singles/Doubles Points AMATEUR
JEFF MCNULTY,JEFF MCNULTY (IL),1182/1182 Singles/Doubles Points ROOKIE
JEFF MCQUIGG,JEFF MCQUIGG (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF MCWHORTER,JEFF MCWHORTER (IL),801/801 Singles/Doubles Points BEGINNER
JEFF MENDOZA,JEFF MENDOZA (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF MESSICH,JEFF MESSICH (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF MILLER,JEFF MILLER (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF MILLS,JEFF MILLS (IA),1800/1832 Singles/Doubles Points AMATEUR
JEFF MINNEY,JEFF MINNEY (TX),1800/1800 Singles/Doubles Points AMATEUR
Jeff Minning,Jeff Minning (AZ),801/801 Singles/Doubles Points BEGINNER
JEFF MIRACLE,JEFF MIRACLE (IN),1800/1800 Singles/Doubles Points AMATEUR
JEFF MOBLEY,JEFF MOBLEY (FL),1182/1182 Singles/Doubles Points ROOKIE
Jeff Molnar,Jeff Molnar (OR),1908/2592 Singles/Doubles Points EXPERT
JEFF MOONEY,JEFF MOONEY (NC),1800/1835 Singles/Doubles Points AMATEUR
JEFF MOREAU,JEFF MOREAU (LA),1182/1182 Singles/Doubles Points ROOKIE
JEFF MYERS,JEFF MYERS (SD),1800/1800 Singles/Doubles Points AMATEUR
JEFF NACKERS,JEFF NACKERS (WI),1800/1800 Singles/Doubles Points AMATEUR
JEFF NAPLES,JEFF NAPLES (OH),1800/1800 Singles/Doubles Points AMATEUR
JEFF NELSON,JEFF NELSON (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF NIX,JEFF NIX (TN),1800/1800 Singles/Doubles Points AMATEUR
JEFF NORBERG,JEFF NORBERG (NJ),1800/1800 Singles/Doubles Points AMATEUR
JEFF NOVAK,JEFF NOVAK (FL),1800/1800 Singles/Doubles Points AMATEUR
JEFF NUGENT,JEFF NUGENT (IN),1182/1182 Singles/Doubles Points ROOKIE
JEFF OBRIEN,JEFF OBRIEN (WI),1776/1784 Singles/Doubles Points AMATEUR
JEFF ONEIL,JEFF ONEIL (MI),1800/1800 Singles/Doubles Points AMATEUR
JEFF OSIA,JEFF OSIA (MO),1800/1800 Singles/Doubles Points AMATEUR
JEFF PARKER,JEFF PARKER (MS),1182/1182 Singles/Doubles Points ROOKIE
JEFF PEARSON,JEFF PEARSON (OH),1182/1182 Singles/Doubles Points ROOKIE
JEFF PEARSON,JEFF PEARSON (OH),1182/1182 Singles/Doubles Points ROOKIE
Jeff Pereira,Jeff R Pereira (FL),865/881 Singles/Doubles Points BEGINNER
Jeff Perkins,Jeff Perkins (FL),801/801 Singles/Doubles Points BEGINNER
JEFF PERRY,JEFF PERRY (NY),1800/1800 Singles/Doubles Points AMATEUR
Jeff Persch,"Jeff ""Sluggo"" Persch (PA)",1182/1182 Singles/Doubles Points ROOKIE
JEFF PETERSEN,JEFF PETERSEN (CA),1182/1182 Singles/Doubles Points ROOKIE
Jeff Peterson,Jeff Peterson (TX),1001/1009 Singles/Doubles Points ROOKIE
