HUGH GARNER,HUGH GARNER (TN),1656/1669 Singles/Doubles Points AMATEUR
HUGH MCQUEENY,HUGH MCQUEENY (MD),1182/1182 Singles/Doubles Points ROOKIE
HUGH WENTEN,HUGH WENTEN (FL),1800/1800 Singles/Doubles Points AMATEUR
HUGH WINTIN,HUGH M WINTIN (FL),1600/1600 Singles/Doubles Points AMATEUR
HUGO LOPEZ,HUGO LOPEZ (IL),800/816 Singles/Doubles Points BEGINNER
Hugo Silva,Hugo Silva (),1600/1600 Singles/Doubles Points AMATEUR
HUGO TAVARES,HUGO TAVARES (CAN),2189/2062 Singles/Doubles Points EXPERT
Hugo van Teffelen,Hugo van Teffelen (),1600/1600 Singles/Doubles Points AMATEUR
HUMBERTO DIAZ CASALES,HUMBERTO DIAZ CASALES (AZ),1182/1182 Singles/Doubles Points ROOKIE
HUNG NGUYEN,HUNG NGUYEN (LA),1800/1800 Singles/Doubles Points AMATEUR
HUNTER HAKANSON,HUNTER HAKANSON (TN),1182/1182 Singles/Doubles Points ROOKIE
HUNTER HODGSON,HUNTER HODGSON (PA),300/300 Singles/Doubles Points JUNIOR AMATEUR
Hunter LaValley,Hunter LaValley (NY),200/200 Singles/Doubles Points JUNIOR AMATEUR
HUNTER SIMMONS,HUNTER SIMMONS (VA),1182/1182 Singles/Doubles Points ROOKIE
HUNTER SUAREZ,HUNTER SUAREZ (PA),300/300 Singles/Doubles Points JUNIOR AMATEUR
Hunter Wright,Hunter Wright (TX),1013/1085 Singles/Doubles Points ROOKIE
Hussain Bloshi,Hussain Bloshi (KW),2122/2215 Singles/Doubles Points EXPERT
HUSSEIN ABOU-ABBAS,HUSSEIN ABOU-ABBAS (ON),1800/1800 Singles/Doubles Points AMATEUR
Hussein Al-Amoudi,"Hussein ""Amoodi"" Al-Amoudi (OH)",1800/1800 Singles/Doubles Points AMATEUR
Huy Ly Thanh,Huy Ly Thanh (Michelstadt),1600/1600 Singles/Doubles Points AMATEUR
Hynek Ott,Hynek Ott (Bonn),1600/1600 Singles/Doubles Points AMATEUR
Hysen Hoti,Hysen Hoti (),2600/2600 Singles/Doubles Points EXPERT
IAIN BOARDMAN,IAIN BOARDMAN (UK),1800/1800 Singles/Doubles Points AMATEUR
IAIN COPLAND,IAIN COPLAND (UK),1800/1800 Singles/Doubles Points AMATEUR
Ian Appel,Ian Appel (MD),1182/1182 Singles/Doubles Points ROOKIE
IAN BRINK,IAN BRINK (IL),1800/1800 Singles/Doubles Points AMATEUR
Ian Hoskins,Ian Hoskins (CO),801/801 Singles/Doubles Points BEGINNER
IAN KELLY,BRIAN KELLY (NM),1800/1800 Singles/Doubles Points AMATEUR
IAN NORKEVICUS,IAN NORKEVICUS (PA),300/300 Singles/Doubles Points JUNIOR AMATEUR
IAN OKEEFE,IAN OKEEFE (OH),400/400 Singles/Doubles Points JUNIOR AMATEUR
Ian Scott,Ian Scott (UT),800/800 Singles/Doubles Points BEGINNER
Ian Stott,Ian Stott (UT),800/800 Singles/Doubles Points BEGINNER
IAN STRINGEF,IAN STRINGEF (UK),1800/1800 Singles/Doubles Points AMATEUR
Ian Troy,Ian Troy (NM),800/800 Singles/Doubles Points BEGINNER
IAN WILLIAMS,BRIAN L WILLIAMS (OR),1992/1800 Singles/Doubles Points AMATEUR
IAN WORDEN,BRIAN L WILLIAMS (OR),1992/1800 Singles/Doubles Points AMATEUR
IANN HILL,IAN WORDEN (CO),1800/1800 Singles/Doubles Points AMATEUR
IBAN GARCIA,IBAN GARCIA (XX),1800/1800 Singles/Doubles Points AMATEUR
IBON LARRANAGA,IBON LARRANAGA (XX),1800/1800 Singles/Doubles Points AMATEUR
ICE ARRIES,ICE ARRIES (MN),1800/1800 Singles/Doubles Points AMATEUR
IGNACIO VILLEGAS,IGNACIO VILLEGAS (TX),1600/1600 Singles/Doubles Points AMATEUR
IGOR ALBERDI,IGNACIO VILLEGAS (TX),1600/1600 Singles/Doubles Points AMATEUR
Igor de Canck,IGOR ALBERDI (XX),1800/1800 Singles/Doubles Points AMATEUR
IHAB ABUSHMAIS,IHAB ABUSHMAIS (LA),1182/1182 Singles/Doubles Points ROOKIE
IKE ALDAHONDO,IKE ALDAHONDO (FL),1800/1800 Singles/Doubles Points AMATEUR
ILHAN INCE,ILHAN INCE (MD),1182/1182 Singles/Doubles Points ROOKIE
Ilja Jens G.,ILHAN INCE (MD),1182/1182 Singles/Doubles Points ROOKIE
Ilya Nikhamin,Ilja Jens G. (),1600/1600 Singles/Doubles Points AMATEUR
Imed M.,Imed M. (),1600/1600 Singles/Doubles Points AMATEUR
Imke Queitsch,Imke Queitsch (Mühlacker),2600/2600 Singles/Doubles Points EXPERT
Immo F.,Immo F. (),1600/1600 Singles/Doubles Points AMATEUR
INAKI JASO,INAKI JASO (XX),1800/1800 Singles/Doubles Points AMATEUR
INAM HASSAN,INAM HASSAN (NY),1800/1800 Singles/Doubles Points AMATEUR
Inga Ulenberg,Inga Ulenberg (),1600/1600 Singles/Doubles Points AMATEUR
Ingo Aufderheide,Ingo Aufderheide (),3100/3100 Singles/Doubles Points PRO
Ingo Aufderheide,Ingo Aufderheide (),3100/3100 Singles/Doubles Points PRO
INGO HARDESTY,INGO HARDESTY (IL),1800/1800 Singles/Doubles Points AMATEUR
Ingo Herberholz,Ingo Herberholz (Oberhausen),3100/3100 Singles/Doubles Points PRO
Ingo Trabert,Ingo Trabert (Hasselroth),2056/2040 Singles/Doubles Points EXPERT
Inja Hedemann,Inja Hedemann (Petersfehn II),1600/1600 Singles/Doubles Points AMATEUR
INKEO MEL KHANTHAVONG,INKEO MEL KHANTHAVONG (TX),2060/2092 Singles/Doubles Points EXPERT
Iowa SHERRY,Iowa SHERRY (CA),800/800 Singles/Doubles Points BEGINNER
Ira Kaplan,Ira Kaplan (WI),1000/1039 Singles/Doubles Points ROOKIE
IRA MATTICE,IRA MATTICE (FL),1800/1800 Singles/Doubles Points AMATEUR
IRBY CRULEE,IRBY CRULEE (LA),1182/1182 Singles/Doubles Points ROOKIE
IRIS MORA,IRIS MORA (CR),1800/1800 Singles/Doubles Points / Women's Singles/Doubles Points
IRVIN CASSANOVA,IRVIN CASSANOVA (LA),1182/1182 Singles/Doubles Points ROOKIE
ISAAC BORDEN,ISAAC J BORDEN (IL),1600/1600 Singles/Doubles Points AMATEUR
ISAAC BOWEN,ISAAC BOWEN (OR),1800/1800 Singles/Doubles Points AMATEUR
ISAAC CABRERA,ISAAC CABRERA (TX),1182/1182 Singles/Doubles Points ROOKIE
ISAAC IRVIN,ISAAC IRVIN (CA),801/801 Singles/Doubles Points BEGINNER
Isaac Marchitell,Isaac Marchitell (NY),200/200 Singles/Doubles Points JUNIOR AMATEUR
Isaac Washam,Isaac Washam (TX),801/801 Singles/Doubles Points BEGINNER
Isabel Lorenz,Isabel Lorenz (Ismaning),1600/1600 Singles/Doubles Points AMATEUR
Isabelle Coulon,Isabelle Coulon (Tongeren),1600/1600 Singles/Doubles Points AMATEUR
ISAIAH DAMRON,ISAIAH DAMRON (KY),801/801 Singles/Doubles Points BEGINNER
ISAIAH FOSTER,ISAIAH FOSTER (MN),801/801 Singles/Doubles Points BEGINNER
Isaiah Kelm,Isaiah Kelm (MO),801/801 Singles/Doubles Points BEGINNER
ISAIAH WATSON,ISAIAH K WATSON (NC),801/801 Singles/Doubles Points BEGINNER
ISAIAS SANCHEZ,ISAIAS SANCHEZ (TX),1800/1800 Singles/Doubles Points AMATEUR
Isen Scholze,Isen Scholze (DE),800/800 Singles/Doubles Points BEGINNER
ISIDRO MARIA,ISIDRO MARIA (MA),1182/1182 Singles/Doubles Points ROOKIE
ISMAEL SABAN,ISMAEL SABAN (BE),3100/3100 Singles/Doubles Points PRO
Ismael Saban,ISMAEL SABAN (BE),3100/3100 Singles/Doubles Points PRO
ISRAEL NORTON,ISRAEL NORTON (KY),400/400 Singles/Doubles Points JUNIOR AMATEUR
ISSAC RAMIREZ,ISSAC RAMIREZ (TX),1800/1800 Singles/Doubles Points AMATEUR
Issac Ruley,Issac Ruley (CO),801/801 Singles/Doubles Points BEGINNER
Issei Tsuzuki,Issei Tsuzuki (JP),2100/2076 Singles/Doubles Points EXPERT
IULIAN IONUT NAICU,IULIAN IONUT NAICU (),2500/2500 Singles/Doubles Points EXPERT
Ivan Bigney,Ivan Bigney (UT),800/800 Singles/Doubles Points BEGINNER
IVAN KELLY,IVAN KELLY (ON),1182/1182 Singles/Doubles Points ROOKIE
Ivan Rodrigues,Ivan Rodrigues (Esch / Alzelte),1600/1600 Singles/Doubles Points AMATEUR
Ivan Samardziev,Ivan Samardziev (),2600/2600 Singles/Doubles Points EXPERT
Ivan Wittich,Ivan Wittich (),2600/2600 Singles/Doubles Points EXPERT
IVANKA KLUG,IVANKA KLUG (GE),1800/1800 Singles/Doubles Points AMATEUR
IVEN PADILLA,IVEN PADILLA (TX),1182/1182 Singles/Doubles Points ROOKIE
Ivo Geiser,IVEN PADILLA (TX),1182/1182 Singles/Doubles Points ROOKIE
IVOR DEMELLO,Ivo Geiser (Himwil),2100/2100 Singles/Doubles Points EXPERT
IVY HOWARD,IVY HOWARD (LA),1800/1800 Singles/Doubles Points AMATEUR
IVY STIPETIC,IVY STIPETIC (IL),801/1017 Singles/Doubles Points ROOKIE
IYAD HADDAD,IYAD HADDAD (IL),801/1001 Singles/Doubles Points ROOKIE
Izaiah Deras,Izaiah Deras (NE),833/845 Singles/Doubles Points BEGINNER
J D KIRBY,J D KIRBY (OK),1800/1800 Singles/Doubles Points AMATEUR
J LARAMIE,J LARAMIE (CA),1800/1800 Singles/Doubles Points AMATEUR
J P BROWN,J P BROWN (MO),2977/3465 Singles/Doubles Points PRO
J TETEREAUT,J TETEREAUT (NY),1800/1800 Singles/Doubles Points AMATEUR
J. LOUERIE,J. LOUERIE (MA),1182/1182 Singles/Doubles Points ROOKIE
J.B. BARTON,J.B. BARTON (TX),1800/1800 Singles/Doubles Points AMATEUR
J.B. BUSS,J.B. BUSS (OH),1182/1182 Singles/Doubles Points ROOKIE
J.C. WHETZEL,J.C. WHETZEL (CA),1800/1800 Singles/Doubles Points AMATEUR
J.D. BARNES,J.D. BARNES (OK),1800/1800 Singles/Doubles Points AMATEUR
J.D. MASSENGALE,J.D. MASSENGALE (TX),1800/1800 Singles/Doubles Points AMATEUR
J.P. COACH,J.P. COACH (AL),1182/1182 Singles/Doubles Points ROOKIE
J.P. STEVENS,J.P. STEVENS (AL),1182/1182 Singles/Doubles Points ROOKIE
J.R. CLARK,J.R. CLARK (OK),1800/1800 Singles/Doubles Points AMATEUR
J.R. JOHNSON,J.R. JOHNSON (CA),1800/1800 Singles/Doubles Points AMATEUR
J.R. STROLLER,J.R. STROLLER (AZ),1800/1800 Singles/Doubles Points AMATEUR
J.R. TUDOR,J.R. TUDOR (OH),1182/1182 Singles/Doubles Points ROOKIE
J.T. PIRANIO,J.T. PIRANIO (TX),1800/1800 Singles/Doubles Points AMATEUR
J.W. MOXLEY,J.T. PIRANIO (TX),1800/1800 Singles/Doubles Points AMATEUR
J.W. TYLER,J.W. MOXLEY (CO),1800/1800 Singles/Doubles Points AMATEUR
JAC SCOTT,JAC SCOTT (KY),801/801 Singles/Doubles Points BEGINNER
Jace Harvey,Jace Harvey (UT),800/800 Singles/Doubles Points BEGINNER
Jacek Arent,Jacek Arent (IL),843/836 Singles/Doubles Points BEGINNER
JACEK JANIK,JACEK JANIK (IL),2007/2380 Singles/Doubles Points EXPERT
JACK ADAMS,JACK ADAMS (OK),1800/1800 Singles/Doubles Points AMATEUR
JACK BAKER,JACK BAKER (UT),1820/1688 Singles/Doubles Points AMATEUR
Jack Bakker,Jack Bakker (ON),1800/1800 Singles/Doubles Points AMATEUR
Jack Basden,"Jack ""Badass"" D Basden (TX)",1800/1800 Singles/Doubles Points AMATEUR
JACK BELL,JACK BELL (OK),1800/1800 Singles/Doubles Points AMATEUR
JACK BOOTHBY,JACK BOOTHBY (CA),1800/1800 Singles/Doubles Points AMATEUR
JACK BRENT COLE,JACK BRENT COLE (TX),1182/1182 Singles/Doubles Points ROOKIE
JACK BULLOCK,JACK BULLOCK (IL),1800/1800 Singles/Doubles Points AMATEUR
JACK CARRELL,JACK CARRELL (NC),1182/1182 Singles/Doubles Points ROOKIE
Jack Carusa,Jack Carusa (MO),400/400 Singles/Doubles Points JUNIOR AMATEUR
JACK CASTLEBERRY,JACK CASTLEBERRY (TX),1182/1182 Singles/Doubles Points ROOKIE
JACK CHANG,JACK CHANG (XX),1800/1800 Singles/Doubles Points AMATEUR
JACK CHONG,JACK CHONG (AB),1800/1800 Singles/Doubles Points AMATEUR
Jack Cole,"Jack ""Proctophobia"" B Cole (TX)",1182/1182 Singles/Doubles Points ROOKIE
JACK CONFER,JACK CONFER (AZ),1800/1800 Singles/Doubles Points AMATEUR
Jack Coy,Jack Coy (CO),801/1043 Singles/Doubles Points ROOKIE
JACK CROTTA,JACK CROTTA (CO),2362/2362 Singles/Doubles Points EXPERT
Jack Defeo,Jack Defeo (NY),304/304 Singles/Doubles Points JUNIOR AMATEUR
JACK DOWELING,JACK DOWELING (NY),1800/1800 Singles/Doubles Points AMATEUR
JACK FEUERSTEIN,JACK FEUERSTEIN (WI),1182/1182 Singles/Doubles Points ROOKIE
Jack Freeman,Jack Freeman (OH),1182/1182 Singles/Doubles Points ROOKIE
JACK GRAHAM,JACK GRAHAM (OH),1800/1800 Singles/Doubles Points AMATEUR
Jack Gray,Jack Gray (CO),801/801 Singles/Doubles Points BEGINNER
JACK HALE,JACK HALE (AL),1182/1182 Singles/Doubles Points ROOKIE
JACK HAYES,JACK HAYES (LA),1800/1800 Singles/Doubles Points AMATEUR
JACK HENRY,JACK HENRY (MA),1182/1182 Singles/Doubles Points ROOKIE
Jack Hill,Jack Hill (KY),2028/2100 Singles/Doubles Points EXPERT
JACK HOOD,JACK HOOD (SK),1182/1182 Singles/Doubles Points ROOKIE
JACK HOOPER,JACK HOOPER (TX),1800/1800 Singles/Doubles Points AMATEUR
Jack HOWELL,Jack HOWELL (NY),801/832 Singles/Doubles Points BEGINNER
Jack Huang,Jack Huang (TW),2392/2192 Singles/Doubles Points EXPERT
JACK HULL,JACK HULL (PA),1800/1800 Singles/Doubles Points AMATEUR
JACK KUEHN,JACK KUEHN (MN),1800/1800 Singles/Doubles Points AMATEUR
JACK LENTY,JACK LENTY (WA),2976/3032 Singles/Doubles Points PRO
JACK LIFORD,JACK LIFORD (IN),1800/1800 Singles/Doubles Points AMATEUR
JACK LITZ,JACK LITZ (PA),1800/1800 Singles/Doubles Points AMATEUR
JACK LOVE,JACK LOVE (CA),1800/1800 Singles/Doubles Points AMATEUR
Jack Mccollam,Jack Mccollam (IL),801/801 Singles/Doubles Points BEGINNER
JACK MILLER,JACK MILLER (OH),1800/1800 Singles/Doubles Points AMATEUR
Jack Mills,Jack Mills (IL),800/818 Singles/Doubles Points BEGINNER
JACK MORITA,JACK MORITA (CO),1182/1182 Singles/Doubles Points ROOKIE
Jack Morris,Jack Morris (LA),810/810 Singles/Doubles Points BEGINNER
JACK NETHERY,JACK NETHERY (AZ),879/801 Singles/Doubles Points BEGINNER
JACK QUACKENBUSH,JACK QUACKENBUSH (MI),1800/1800 Singles/Doubles Points AMATEUR
JACK ROBERTS,JACK ROBERTS (UT),1800/1800 Singles/Doubles Points AMATEUR
JACK RUDSELL,JACK RUDSELL (IA),1800/1800 Singles/Doubles Points AMATEUR
Jack Sample,Jack Sample (NY),483/481 Singles/Doubles Points JUNIOR AMATEUR
JACK SIMPSON,JACK SIMPSON (LA),1800/1800 Singles/Doubles Points AMATEUR
JACK SOCAL,JACK SIMPSON (LA),1800/1800 Singles/Doubles Points AMATEUR
Jack STEPHENS,JACK SOCAL (CA),1800/1800 Singles/Doubles Points AMATEUR
JACK STEWART,JACK STEWART (OK),1182/1182 Singles/Doubles Points ROOKIE
JACK SUTTON,JACK SUTTON (LA),1182/1182 Singles/Doubles Points ROOKIE
JACK TUDOR,JACK TUDOR (OH),1182/1182 Singles/Doubles Points ROOKIE
JACK VOIGT,JACK VOIGT (CT),1182/1182 Singles/Doubles Points ROOKIE
JACK W HIGHTOWER,JACK VOIGT (CT),1182/1182 Singles/Doubles Points ROOKIE
Jack waters,JACK W HIGHTOWER (TX),1800/1800 Singles/Doubles Points AMATEUR
JACK ZELLER,JACK ZELLER (KY),1182/1182 Singles/Doubles Points ROOKIE
JACK ZEMAN,JACK ZEMAN (OH),1800/1800 Singles/Doubles Points AMATEUR
JACKIE COSBY,JACKIE COSBY (OK),1800/1800 Singles/Doubles Points AMATEUR
JACKIE FARROW,JACKIE FARROW (GA),1619/1674 Singles/Doubles Points AMATEUR
JACKIE HANES,JACKIE HANES (NY),1800/1800 Singles/Doubles Points AMATEUR
JACKIE MAGEE,JACKIE MAGEE (MS),1182/1182 Singles/Doubles Points ROOKIE
JACKIE NICHILO,JACKIE NICHILO (NJ),1800/1800 Singles/Doubles Points AMATEUR
JACKIE PONEDEL,JACKIE PONEDEL (WI),1800/1800 Singles/Doubles Points AMATEUR
JACKIE WHITWORTH,"JACKIE ""airone"" b WHITWORTH (TX)",1800/1800 Singles/Doubles Points AMATEUR
JACKIE WIGE,JACKIE WIGE (MN),1800/1800 Singles/Doubles Points AMATEUR
Jackson Benavidez,Jackson Benavidez (TX),801/807 Singles/Doubles Points BEGINNER
JACKSON BERRY,JACKSON BERRY (CO),801/801 Singles/Doubles Points BEGINNER
Jackson Burleson,Jackson Burleson (MD),801/801 Singles/Doubles Points BEGINNER
JACKSON HALLIWELL,JACKSON HALLIWELL (TX),2238/2580 Singles/Doubles Points EXPERT
Jackson Palmer,Jackson Palmer (TX),801/801 Singles/Doubles Points BEGINNER
JACKY MERGY,JACKY MERGY (XX),1800/1800 Singles/Doubles Points AMATEUR
JACKY SWAN,JACKY SWAN (TX),1800/1800 Singles/Doubles Points AMATEUR
Jacob Ancri,Jacob Ancri (MA),200/200 Singles/Doubles Points JUNIOR AMATEUR
JACOB BUCHANAN,JACOB BUCHANAN (NJ),1800/1800 Singles/Doubles Points AMATEUR
JACOB DRUMMOND,JACOB DRUMMOND (CO),2018/1800 Singles/Doubles Points EXPERT
JACOB FLOWERS,JACOB FLOWERS (TX),1400/1400 Singles/Doubles Points ROOKIE
JACOB GOMOKE,JACOB FLOWERS (TX),1400/1400 Singles/Doubles Points ROOKIE
JACOB GUIST,JACOB GOMOKE (VA),1182/1182 Singles/Doubles Points ROOKIE
JACOB HALBROOKS,JACOB HALBROOKS (GA),1182/1182 Singles/Doubles Points ROOKIE
JACOB HEARN,JACOB HEARN (MS),801/801 Singles/Doubles Points BEGINNER
JACOB IRVIN,JACOB IRVIN (CA),801/801 Singles/Doubles Points BEGINNER
Jacob Jarret,Jacob Jarret (NY),200/200 Singles/Doubles Points JUNIOR AMATEUR
Jacob Lintner,Jacob Jarret (NY),200/200 Singles/Doubles Points JUNIOR AMATEUR
Jacob Matthews,Jacob Lintner (NY),550/550 Singles/Doubles Points JUNIOR PRO
Jacob McAfee,Jacob McAfee (MS),801/801 Singles/Doubles Points BEGINNER
Jacob Metry,Jacob Metry (KY),400/400 Singles/Doubles Points JUNIOR AMATEUR
Jacob Milewski,Jacob Milewski (CO),801/801 Singles/Doubles Points BEGINNER
Jacob Negrete,Jacob Negrete (IL),801/801 Singles/Doubles Points BEGINNER
JACOB PENA,JACOB PENA (TX),1182/1182 Singles/Doubles Points ROOKIE
Jacob Pickett,Jacob Pickett (IN),1182/1182 Singles/Doubles Points ROOKIE
JACOB PRATER,JACOB PRATER (KS),1800/1800 Singles/Doubles Points AMATEUR
Jacob Reed,Jacob Reed (OH),801/801 Singles/Doubles Points BEGINNER
JACOB RHOADS,JACOB RHOADS (KS),1800/1800 Singles/Doubles Points AMATEUR
Jacob Smith,Jacob Smith (MI),400/400 Singles/Doubles Points JUNIOR AMATEUR
JACOB SPERRY,JACOB SPERRY (UT),802/802 Singles/Doubles Points BEGINNER
JACOB STILL,JACOB STILL (FL),1800/1800 Singles/Doubles Points AMATEUR
Jacob TAYLOR,Jacob TAYLOR (ID),800/800 Singles/Doubles Points BEGINNER
JACOB TESKE,JACOB TESKE (MN),1800/1800 Singles/Doubles Points AMATEUR
JACOB TOM,JACOB TOM (MA),1182/1324 Singles/Doubles Points ROOKIE
JACOB WIGGER,JACOB WIGGER (CA),1800/1800 Singles/Doubles Points AMATEUR
JACOB WILSON,JACOB WILSON (CO),801/801 Singles/Doubles Points BEGINNER
JACONDI MUNOZ,JACONDI MUNOZ (CR),1800/1800 Singles/Doubles Points AMATEUR
JACQUE FLETCHER,JACQUE FLETCHER (NC),1800/1800 Singles/Doubles Points AMATEUR
Jacquot Eric,Jacquot Eric (LU),1912/1912 Singles/Doubles Points AMATEUR
JADE GRAVES,JADE GRAVES (IN),1182/1182 Singles/Doubles Points ROOKIE
JADE JOHNSON,JADE JOHNSON (CO),1800/1800 Singles/Doubles Points AMATEUR
Jaden Bush,Jaden Bush (),200/200 Singles/Doubles Points JUNIOR AMATEUR
Jaden Godkin,Jaden Godkin (NY),200/202 Singles/Doubles Points JUNIOR AMATEUR
Jai Latimer,Jai Latimer (CA),1800/1800 Singles/Doubles Points AMATEUR
JAIME ANDUJO,JAIME ANDUJO (TX),1800/1800 Singles/Doubles Points AMATEUR
JAIME BEAVER,JAIME BEAVER (IL),1800/1800 Singles/Doubles Points AMATEUR
JAIME CANO,JAIME CANO (CA),400/400 Singles/Doubles Points JUNIOR AMATEUR
JAIME DE SOUSA,JAIME DE SOUSA (CA),1800/1800 Singles/Doubles Points AMATEUR
JAIME LAWRENCE,JAIME LAWRENCE (TX),1800/1800 Singles/Doubles Points AMATEUR
JAIME LEVENE,JAIME LEVENE (NY),1800/1800 Singles/Doubles Points AMATEUR
JAIME THOMAS,JAIME THOMAS (KY),801/801 Singles/Doubles Points BEGINNER
Jaimy Eeraerts,Jaimy Eeraerts (),1600/1600 Singles/Doubles Points AMATEUR
JAKE ARNOLD,JAKE ARNOLD (OK),1800/1800 Singles/Doubles Points AMATEUR
JAKE CARPENTER,JAKE CARPENTER (MA),1182/1182 Singles/Doubles Points ROOKIE
JAKE CESANA,JAKE CESANA (CA),1800/1800 Singles/Doubles Points AMATEUR
JAKE DURTSCHI,JAKE DURTSCHI (ID),1800/1800 Singles/Doubles Points AMATEUR
JAKE DYE,JAKE DYE (MO),1800/1800 Singles/Doubles Points AMATEUR
JAKE FRY,JAKE FRY (TX),1800/1800 Singles/Doubles Points AMATEUR
Jake Holzem,Jake Holzem (MN),1182/1182 Singles/Doubles Points ROOKIE
JAKE JOHNSON,JAKE JOHNSON (SD),1800/1800 Singles/Doubles Points AMATEUR
Jake Jones,Jake Jones (OK),800/841 Singles/Doubles Points BEGINNER
JAKE KUBENA,JAKE KUBENA (TX),1800/1800 Singles/Doubles Points AMATEUR
JAKE LIEVENS,JAKE LIEVENS (CO),1800/1800 Singles/Doubles Points AMATEUR
Jake Mabey,Jake Mabey (UT),800/800 Singles/Doubles Points BEGINNER
JAKE MCDANIEL,JAKE MCDANIEL (NE),1800/1800 Singles/Doubles Points AMATEUR
JAKE MEYER,JAKE MEYER (NE),1800/1800 Singles/Doubles Points AMATEUR
Jake Miller,Jake Miller (MS),1182/1182 Singles/Doubles Points ROOKIE
JAKE PETERSON,JAKE PETERSON (IL),801/801 Singles/Doubles Points BEGINNER
JAKE RABADAN,JAKE RABADAN (MO),1600/1600 Singles/Doubles Points AMATEUR
JAKE REINHARD,JAKE REINHARD (WI),1800/1800 Singles/Doubles Points AMATEUR
JAKE RUSSELL,JAKE RUSSELL (MO),1133/1285 Singles/Doubles Points ROOKIE
JAKE SKELTON,JAKE SKELTON (AR),1800/1800 Singles/Doubles Points AMATEUR
Jake Surjan,Jake Surjan (IL),800/870 Singles/Doubles Points BEGINNER
JAKE TEFFNER,JAKE TEFFNER (VT),1182/1182 Singles/Doubles Points ROOKIE
JAKE VALENCIA,JAKE VALENCIA (CO),1800/1800 Singles/Doubles Points AMATEUR
Jake Williams,Jake Williams (IA),801/801 Singles/Doubles Points BEGINNER
JAKE YARBROUGH,JAKE YARBROUGH (TX),1800/1800 Singles/Doubles Points AMATEUR
JAKOB MARKHAM,JAKOB MARKHAM (AL),1178/1274 Singles/Doubles Points ROOKIE
JAKOBUS STEUERWALD,JAKOBUS STEUERWALD (GE),1800/1800 Singles/Doubles Points AMATEUR
Jakub Grygo,Jakub Grygo (Lublewo),1600/1600 Singles/Doubles Points AMATEUR
Jakub Sapis,Jakub Sapis (NJ),823/883 Singles/Doubles Points BEGINNER
Jakub Ziencikiewicz,Jakub Ziencikiewicz (),3100/3100 Singles/Doubles Points PRO
JAMAL ALLALOU,JAMAL ALLALOU (DE),4318/4328 Singles/Doubles Points PRO
Jamal Reitz,Jamal Reitz (NY),300/300 Singles/Doubles Points JUNIOR AMATEUR
JAMES ADAMS,JAMES ADAMS (MO),1800/1800 Singles/Doubles Points AMATEUR
JAMES ADAMS,JAMES ADAMS (MO),1800/1800 Singles/Doubles Points AMATEUR
James Alires,James Alires (NV),801/801 Singles/Doubles Points BEGINNER
JAMES ALLEN,JAMES ALLEN (FL),1800/1800 Singles/Doubles Points AMATEUR
JAMES ALMARAZ,JAMES ALMARAZ (CA),1800/1800 Singles/Doubles Points AMATEUR
JAMES ANDERSON,JAMES ANDERSON (CA),1800/1800 Singles/Doubles Points AMATEUR
JAMES AUSTIN,JAMES AUSTIN (MS),1182/1182 Singles/Doubles Points ROOKIE
JAMES BAISE,JAMES BAISE (TX),1182/1182 Singles/Doubles Points ROOKIE
JAMES BARNES,JAMES BARNES (TX),1800/1800 Singles/Doubles Points AMATEUR
JAMES BARREIRO,JAMES BARREIRO (CA),2362/2362 Singles/Doubles Points EXPERT
JAMES BARTA,JAMES BARREIRO (CA),2362/2362 Singles/Doubles Points EXPERT
JAMES BAYHA,JAMES BARTA (TX),1800/1800 Singles/Doubles Points AMATEUR
James Bayliss,JAMES BARTA (TX),1800/1800 Singles/Doubles Points AMATEUR
JAMES BAYLISS,JAMES BAYLISS (IL),1800/1800 Singles/Doubles Points AMATEUR
James Bell,JAMES BAYLISS (IL),1800/1800 Singles/Doubles Points AMATEUR
JAMES BERDAHL,James Bell (KS),1800/1800 Singles/Doubles Points AMATEUR
JAMES BIRSEN,JAMES BIRSEN (NY),1800/1800 Singles/Doubles Points AMATEUR
JAMES BLASE,JAMES BLASE (TX),1182/1182 Singles/Doubles Points ROOKIE
JAMES BOND,JAMES BOND (MI),2011/1988 Singles/Doubles Points EXPERT
JAMES BOND,JAMES BOND (MI),2011/1988 Singles/Doubles Points EXPERT
JAMES BONNELL,JAMES BONNELL (MI),1182/1182 Singles/Doubles Points ROOKIE
JAMES BOULRICE,JAMES BOULRICE (NY),1800/1800 Singles/Doubles Points AMATEUR
JAMES BRADY,JAMES BRADY (MN),1800/1800 Singles/Doubles Points AMATEUR
JAMES BRAKKEE,JAMES BRAKKEE (),1800/1800 Singles/Doubles Points AMATEUR
JAMES BRAMER,JAMES BRAMER (OH),1800/1800 Singles/Doubles Points AMATEUR
James Briscoe,James Briscoe (KY),1182/1182 Singles/Doubles Points ROOKIE
JAMES BROOKS,JAMES BROOKS (TX),1800/1800 Singles/Doubles Points AMATEUR
JAMES BRYANT,JAMES BRYANT (NC),1182/1182 Singles/Doubles Points ROOKIE
JAMES BULL,JAMES BULL (TN),1182/1182 Singles/Doubles Points ROOKIE
JAMES CAMPBELL,JAMES CAMPBELL (IA),1907/1816 Singles/Doubles Points AMATEUR
JAMES CAMPBELL,JAMES CAMPBELL (IA),1907/1816 Singles/Doubles Points AMATEUR
JAMES CARAMBAT,JAMES CARAMBAT (LA),1800/1800 Singles/Doubles Points AMATEUR
